STORE NAME,Executive Name,AREA,PHONE 1,PHONE 2,ADDRESS,CONTACT,MOBILE NUMBERS,WHATSAPP LINK,CALL SUMMARY,,,,,,,,,
RAMA OPTICIANS,,KALKAJI,011 26433718,,G 15B KALKAJI MAIN ROAD NEW DELHI 110019,11 26433718,,,,,,,,,,,,
OPTICAL HUB ,,KALKAJI,9811688686,,86 POCKET 52 J- BLOCK RAMPURI KALKAJI NEW DELHI 110019,9811688686,9811688686,https://api.whatsapp.com/send?phone=+919811688686,,,,,,,,,,
DAYAL OPTICALS,,KALKAJI,011 26449282,,H13 B KALKAJI MAOIN RD BLOCK H KALKAJI 110019,11 26449282,,,,,,,,,,,,
WADHWA OPTIKOS,,KALKAJI,011 26434360,,SHOP NO. 55 KRISHNA MARKET OPPOSITE DESHBANDHU COLLEGE BLOCK E KALKAJI 110019,11 26434360,,,,,,,,,,,,
VISION EXPERT OPTICAL,,KALKAJI,8130316057,,"SHOP NO. K 105 KALKAJI M,AIN ROAD OPP BANK OF BARODDA KALKAJI 110019",8130316057,8130316057,https://api.whatsapp.com/send?phone=+918130316057,,,,,,,,,,
DR. GUPTA LAB AND OPTICALS,,KALKAJI,8586933637,,SHOP NO. 5 DDA FLAT NEAR ATTA CHAKKI CENTRAL MARKET KALKAJI 110019,8586933637,8586933637,https://api.whatsapp.com/send?phone=+918586933637,,,,,,,,,,
PAUL OPTICALS,,KALKAJI,011 46502790,,108/97 BAJAJ HOUSE NEHRU  PALACE NEW DELHI 110019,11 46502790,,,,,,,,,,,,
MUKHERJEE OPTICALS,,KALKAJI,011 41602514,,40/90 POCKET 40 CHITTARANJAN 110019,11 41602514,,,,,,,,,,,,
ZENITH EYE  CENTER,,KALKAJI,9650476701,,1666-B POCKET 52 GOVINDPURI EXTENSION KALAKAJI 110019,9650476701,9650476701,https://api.whatsapp.com/send?phone=+919650476701,,,,,,,,,,
NETRAM EYE FOUNDATION ,,KALKAJI,011 41046655,,I 1791 CR PARK NEAR IDBI BANK NEW DELHI 110019,11 41046655,,,,,,,,,,,,
UNCLE SAM OPTICALS,,KALKAJI,9811331674,,SHOP NO. 35 MARKET NO. 2 CR PARK DELHI 110019,9811331674,9811331674,https://api.whatsapp.com/send?phone=+919811331674,,,,,,,,,,
FRIENDS OPTICAL,,KALKAJI,8826359298,,SHOP NO. 393B/5 GALI NO. 5 KALKAJI 110019,8826359298,8826359298,https://api.whatsapp.com/send?phone=+918826359298,,,,,,,,,,
R.S. OPTICALS,,KALKAJI,011 26026714,,SHOP NO. 1905 HARBANS SINGH PREMI MARG OPP. GOPAL ICE CREAM GOVINDPURI 110019,11 26026714,,,,,,,,,,,,
,,KALKAJI,,,,,,,,,,,,,,,,
,,KALKAJI,,,,,,,,,,,,,,,,
,,KALKAJI,,,,,,,,,,,,,,,,
Khair Opticals,,KARAWAL NAGAR,096548 75189,,"141 Near Yamuna Dairy Karanwal Nagar Road, Karawal Nagar, New Delhi, Delhi 110094",96548 75189,9654875189,https://api.whatsapp.com/send?phone=+919654875189,,,,,,,,,,
Divya Opticals,,KARAWAL NAGAR,092113 24820,,"E - 1, Prajapati Market, Dayalpur,, Delhi, 110094",92113 24820,9211324820,https://api.whatsapp.com/send?phone=+919211324820,,,,,,,,,,
Chauhan Opticals,,KARAWAL NAGAR,085058 98235,,"25 Futa Road, Shiv Vihar X, Karawal Nagar, Delhi, 110094",85058 98235,8505898235,https://api.whatsapp.com/send?phone=+918505898235,,,,,,,,,,
Rawat Opticals,,KARAWAL NAGAR,095603 32031,,"D- Block, Main Pushta Rd, Karawal Nagar, Delhi, 110094",95603 32031,9560332031,https://api.whatsapp.com/send?phone=+919560332031,,,,,,,,,,
Surender Saraswat Opticals,,KARAWAL NAGAR,099112 76929,,"C-9/27, Dayalpur, Karawal Nagar, Delhi, 110094",99112 76929,9911276929,https://api.whatsapp.com/send?phone=+919911276929,,,,,,,,,,
Mohan Opticals,,KARAWAL NAGAR,098686 34761,,"Pushta Rd, Shree Nagar Colony, Block B, Sadatpur, Karawal Nagar, Delhi, 110094",98686 34761,9868634761,https://api.whatsapp.com/send?phone=+919868634761,,,,,,,,,,
Savita Opticals,,KARAWAL NAGAR,090134 05270,,"30 Ft. Road, New Sabapur, Karawal Nagar, Delhi, 110094",90134 05270,9013405270,https://api.whatsapp.com/send?phone=+919013405270,,,,,,,,,,
MONIKA OPTICAL,,KARAWAL NAGAR,098738 04194,,"B Block, Karawal Nagar-Bhajanpura Rd, opposite Bus Stop, Dayalpur, Tukhmirpur, Delhi, 110094",98738 04194,9873804194,https://api.whatsapp.com/send?phone=+919873804194,,,,,,,,,,
Vansh Opticals,,KARAWAL NAGAR,099680 67678,,"Karawal Nagar Extn, New Chauhanpur, Karawal Nagar, Delhi, 110094",99680 67678,9968067678,https://api.whatsapp.com/send?phone=+919968067678,,,,,,,,,,
Kapoor Opticals,,KARAWAL NAGAR,085888 37778,,"Dharam Singh Market,, Karawal Nagar-Bhajanpura Rd, near Bus Dpt., Karawal Nagar, Delhi,94",85888 37778,8588837778,https://api.whatsapp.com/send?phone=+918588837778,,,,,,,,,,
K. S. Opticals,,KARAWAL NAGAR,096501 41703,,"Gali No.5, Main Karawal Nagar Road, Moonga Nagar, New Mustafabad, Delhi, 110094",96501 41703,9650141703,https://api.whatsapp.com/send?phone=+919650141703,,,,,,,,,,
New Malik Opticals,,KARAWAL NAGAR,098913 29239,,"Gali No.5, Old Mustafabad, New Mustafabad, Delhi, 110094",98913 29239,9891329239,https://api.whatsapp.com/send?phone=+919891329239,,,,,,,,,,
Daksh Opticals,,KARAWAL NAGAR,098731 18992,,"Jo Eutta Road, Johripur, Delhi, 110094",98731 18992,9873118992,https://api.whatsapp.com/send?phone=+919873118992,,,,,,,,,,
Shivam Opticals - Sharp Sight Centre,,KARAWAL NAGAR,091363 02095,,"Tukmirpur Rd, Turkmirpur Extn, Biharipur Village, Biharipur, Delhi, 110094",91363 02095,9136302095,https://api.whatsapp.com/send?phone=+919136302095,,,,,,,,,,
Rishu Opticals,,KARAWAL NAGAR,095552 22673,,"Som Bazar Road, 3rd Pusta,, Sonia Vihar, Delhi, 110094",95552 22673,9555222673,https://api.whatsapp.com/send?phone=+919555222673,,,,,,,,,,
Monika Opticals,,KARAWAL NAGAR,098183 37227,,"Shop No: B-2, Chahatram Mkt, Dayalpur, Biharipur, Delhi, 110094",98183 37227,9818337227,https://api.whatsapp.com/send?phone=+919818337227,,,,,,,,,,
Divya Opticals,,KARAWAL NAGAR,090139 23151,,"Shop No 2 Raja Market Near Yamuna Dairy, Karawal Nagar, Delhi 110094",90139 23151,9013923151,https://api.whatsapp.com/send?phone=+919013923151,,,,,,,,,,
Dua Eye Care Center,,KARAWAL NAGAR,099114 08692,,"Tesra Pusta, Main Som Bazar Chowk, Soniya Vihar, Delhi 110094",99114 08692,9911408692,https://api.whatsapp.com/send?phone=+919911408692,,,,,,,,,,
Ajit Opticians PVT. LTD,,KAROL BAGH,011 2576 4689,,"Shop No-13A/26, W.E.A, WEA, Karol Bagh, New Delhi, Delhi 110005",,,,,,,,,,,,,
Murti Opticals (Regd ),,KAROL BAGH,098991 45419,,"9/54, G-1, Namdhari Chember, Desh Bandhu Gupta Rd, Karol Bagh, near Ploice Station, Delhi-05",98991 45419,9899145419,https://api.whatsapp.com/send?phone=+919899145419,wrong number,,,,,,,,,
Swastik Opticians,,KAROL BAGH,011 2572 1974,,"18, Ajmal Khan Rd, Block 13, WEA, Karol Bagh, New Delhi, Delhi 110005",1 2572 1974,,,wrong number,,,,,,,,,
Abha Opticals,,KAROL BAGH,093508 15565,,"3485/5, Pyarelal Rd, Reghar Pura, Block 39, Nai Walan, Karol Bagh, New Delhi, Delhi 110005",93508 15565,9350815565,https://api.whatsapp.com/send?phone=+919350815565,,,,,,,,,,
Verma Optical,,KAROL BAGH,097112 05323,,"Shop No. 70, Gaffar Market, Karol Bagh, New Delhi, Delhi 110005",97112 05323,9711205323,https://api.whatsapp.com/send?phone=+919711205323,,,,,,,,,,
Saraf Vijay Opticals Works,,KAROL BAGH,011 2875 4584,,"1332, Desh Bandhu Gupta Road, Bank St, Block 48D, Beadonpura, Karol Bagh, Delhi 110005",1 2875 4584,,,,,,,,,,,,
Delite Opticians,,KAROL BAGH,011 4739 5545,,"13A, 22, Channa Market, Block 13A, WEA, Karol Bagh, New Delhi, Delhi 110005",1 4739 5545,,,,,,,,,,,,
Laxmi Eye Care,,KAROL BAGH,011 4250 2424,,"16 A /17, Ajmal Khan Rd, Block 16A, WEA, Karol Bagh, Delhi, 110005",1 4250 2424,,,,,,,,,,,,
Navjot Optician,,KAROL BAGH,098106 87408,,"6/57, Saraswati Marg, Block 5, WEA, Karol Bagh, New Delhi, Delhi 110005",,,,,,,,,,,,,
Pappu Optics,,KAROL BAGH,098111 93134,,"Shop No- 104, Ghaffar Market, Saraswati Marg, Beadonpura, Karol Bagh, New Delhi, Delhi 110005",98111 93134,9811193134,https://api.whatsapp.com/send?phone=+919811193134,,,,,,,,,,
Rama Optics,,KAROL BAGH,011 2875 3947,,"10181-82, Chowk Gurdwara Rd, next to Bikanervala - Indian Restaurant in Karol Bagh, Delhi-05",,,,,,,,,,,,,
Kamal Opticals,,KAROL BAGH,081307 53985,,"Shop No. 7074 , Gali No. 7 , Rameshwari Nehru Nagar, Sat Nagar, Karol Bagh, Delhi 110005",,,,,,,,,,,,,
Amar Optics,,KAROL BAGH,098993 15231,,"10181-82 Chowk near Bikanervala, Gurudwara Rd, Karol Bagh, New Delhi, Delhi 110005",,,,,,,,,,,,,
Gulati Opticals,,KAROL BAGH,098110 13878,,"92, Ghaffar Mkt, Hardhyan Singh Marg, Beadonpura, Karol Bagh, New Delhi, Delhi 110005",,,,,,,,,,,,,
Arora Watch & Opticals,,KAROL BAGH,098101 05802,,"Shop No 116, Gaffar Market, Karol Bagh, Karol Bagh, New Delhi, Delhi 110005",,,,,,,,,,,,,
Tanvi Opticals,,KAROL BAGH,099112 99316,,"52/75A, Gadodia Rd, Anand Parbat, New Delhi, Delhi 110005",99112 99316,9911299316,https://api.whatsapp.com/send?phone=+919911299316,,,,,,,,,,
Axis Sight Care P Ltd,,KAROL BAGH,075031 00600,,"59/ Shop No-2 Opp.Liberty Cinema, Block 17, Karol Bagh, New Delhi, Delhi 110005",75031 00600,7503100600,https://api.whatsapp.com/send?phone=+917503100600,,,,,,,,,,
Anarkali Store,,KAROL BAGH,095347 68659,,"Shop No.76, Gaffar Market, Beadonpura, Karol Bagh, New Delhi, Delhi 110005",95347 68659,9534768659,https://api.whatsapp.com/send?phone=+919534768659,,,,,,,,,,
The Time Design,,KAROL BAGH,098117 18605,,"Shop No-61/B, Gaffar Market, Karol Bagh, Gaffar Market, New Delhi, Delhi 110005",98117 18605,9811718605,https://api.whatsapp.com/send?phone=+919811718605,,,,,,,,,,
Sunny Sethi Store,,KAROL BAGH,075034 45903,,"Shop No.61, Gaffar Market, Beadonpura, Karol Bagh, New Delhi, Delhi 110005",75034 45903,7503445903,https://api.whatsapp.com/send?phone=+917503445903,,,,,,,,,,
Rotary Dr. Shroff's Charity Eye Clinic,,KAROL BAGH,011 4573 0600,,"Joshi Rd, Block A, Karol Bagh, Delhi, 110005",1 4573 0600,,,,,,,,,,,,
Sharp Sight Centre West Delhi Eye Hospital,,KAROL BAGH,011 4756 5506,,"MetroPillar Number 153, 7B, Main, Pusa Rd, near Rajendra Place, Rajendra Park,Delhi 110005",1 4756 5506,,,,,,,,,,,,
Sanjeevan Netralaya Retina Care Centre,,KAROL BAGH,011 4664 4646,,"53/5, DB Gupta Road, above Gulab Restaurant, Block 53, Karol Bagh, New Delhi, Delhi 110005",1 4664 4646,,,,,,,,,,,,
Mehra Eyetech Private Limited,,KAROL BAGH,011 2351 2511,,"308-B,Pal Mohan Plaza,, DB Gupta Road, Block 57, Karol Bagh, New Delhi, Delhi 110005",1 2351 2511,,,,,,,,,,,,
Eye training in India,,KAROL BAGH,085128 68600,,"Bank St, Block 47, Beadonpura, Karol Bagh, New Delhi, Delhi 110005",85128 68600,8512868600,https://api.whatsapp.com/send?phone=+918512868600,,,,,,,,,,
Hazrat's Vision,,KAROL BAGH,011 2871 6683,,"51/1, D. B. Gupta Road, Pyarelal Rd, Block 16 B, Dev Nagar, Karol Bagh, New Delhi, Delhi 110005",1 2871 6683,,,,,,,,,,,,
Mehra Eyetech Private Limited,,KAROL BAGH,011 2351 2511,,"308-B,Pal Mohan Plaza,, DB Gupta Road, Block 57, Karol Bagh, New Delhi, Delhi 110005",1 2351 2511,,,,,,,,,,,,
Dayal Opticals,,Kasturba nagar,011 2461 8587,,"21, Khan Market, Rabindra Nagar, New Delhi, Delhi 110003",1 2461 8587,,,Busy right now,,,,,,,,,
Bon Ton Opticians,,Kasturba nagar,011 4175 7810,,"Shop No 24 B,Khan Market, New Delhi, Delhi 110003 ",1 4175 7810,,,Didnt pick up call,,,,,,,,,
Bindra Optical,,Kasturba nagar,,,"Punjabi Bazar, Mahaveer Nagar, Kotla Mubarakpur, South Extension I, New Delhi, Delhi 110003",,,,,,,,,,,,,
Yamuna Eye Care Centre,,Kasturba nagar,011 2461 1676,,"Shop No: 76, Khanna Market, Lodhi Rd, Lodi Colony, New Delhi, Delhi 110003",1 2461 1676,,,Owner isnt at shop,,,,,,,,,
Dr. Monga,,Kasturba nagar,011 2461 5059,,"Khan Market, Rabindra Nagar, New Delhi, Delhi 110003 ",1 2461 5059,,,,,,,,,,,,
Drishti,,Kasturba nagar,011 4175 7223,,"16A, Khan Market, Rabindra Nagar, New Delhi, Delhi 110003 ",1 4175 7223,,,Not interested ,,,,,,,,,
Shiv Optical,,Kasturba nagar,090159 39241,,"Shop No.F-11, Model Market, Sewa Nagar, Near Purana Railway Fatak, ",90159 39241,9015939241,https://api.whatsapp.com/send?phone=+919015939241,.,,,,,,,,,
Goel Opticals,,Kasturba nagar,099999 49700,,"Shop No. 92, Khanna Market, Lody Colony, New Delhi, Delhi 110003 ",99999 49700,9999949700,https://api.whatsapp.com/send?phone=+919999949700,Busy right  now,,,,,,,,,
Drishti Platinum,,Kasturba nagar,011 4151 1447,,"67-B, Khan Market, Rabindra Nagar, New Delhi, Delhi 110003",1 4151 1447,,,,,,,,,,,,
SHRI RAM OPTICIANS,,Kasturba nagar,011 2465 3537,,"Shop No, 74, Khanna Market Rd, Lodi Colony, New Delhi, Delhi 110003 ",1 2465 3537,,,,,,,,,,,,
Chaman Watch & Opticals,,Kasturba nagar,097162 90305,,"349, Gurudwara Rd, South Extension, Mahaveer Nagar, Kotla Mubarakpur, South Extension I",97162 90305,9716290305,https://api.whatsapp.com/send?phone=+919716290305,,,,,,,,,,
Ambey Opticals,,Kasturba nagar,088260 82895,,"11, Sukhdev Market, Kotla Mubarakpur",88260 82895,8826082895,https://api.whatsapp.com/send?phone=+918826082895,Switch off,,,,,,,,,
John Jacobs,,Kasturba nagar,074288 91026,,"Shop No, 17B, Khan Market, Near Smoke House Deli, Khan Market, Rabindra Nagar",74288 91026,7428891026,https://api.whatsapp.com/send?phone=+917428891026,.,,,,,,,,,
Nischay Opticals,,Kasturba nagar,011 4904 6852,,"Shop no-23, Meharchand Market, Lodi Colony, New Delhi, Delhi",1 4904 6852,,,,,,,,,,,,
Star Watch & Optical Co.,,Kasturba nagar,011 2463 4022,,"22-A, Opposite C.G.H.S Dispensary, Sewa Nagar Market, ",1 2463 4022,,,,,,,,,,,,
Focus Optics,,Kasturba nagar,011 4100 0510,,"G 8/6, South Extension I, below Tata Indicom Showroom, New Delhi, ",1 4100 0510,,,,,,,,,,,,
,,Kasturba nagar,,,,,,,,,,,,,,,,
Amit Optical,,kondli,099711 28558,,"A-91/11, Gharoli Main Rd, Kondli Extension, Kondli, New Delhi, Delhi 110096",99711 28558,9971128558,https://api.whatsapp.com/send?phone=+919971128558,,,,,,,,,,
Friends Eye Care Opticals ,,Kondli,011 2262 5699,,"Shop No:C-1/26, Main Road, Pragati Marg, Pocket C 1, New Kondli, ",1 2262 5699,,,,,,,,,,,,
Kimsar Opticals,,Kondli,099106 25928,,"C-1/223, New Kondli, Delhi, 110096",99106 25928,9910625928,https://api.whatsapp.com/send?phone=+919910625928,.,,,,,,,,,
Perfect Opticals,,Kondli,099711 28528,,"Gharoli Main Rd, Kondli Extension, Old Kondli, Delhi, 110096 ",99711 28528,9971128528,https://api.whatsapp.com/send?phone=+919971128528,.,,,,,,,,,
Arora Opticals,,Kondli,099584 01920,,"Shop No: 4 A, Pocket- A-2, Phase- 3, Mayur Vihar, Delhi 110096",99584 01920,9958401920,https://api.whatsapp.com/send?phone=+919958401920,,,,,,,,,,
Hi-Tech Opticals,,Kondli,098689 10030,,"A-1257, G.D. Block, Main Bazar Rd, GD Colony, Mayur Vihar Phase III, Delhi, 110096 ",98689 10030,9868910030,https://api.whatsapp.com/send?phone=+919868910030,,,,,,,,,,
New shrada optical,,Kondli,096503 27446,,"Pocket, A-1 mayur vihar phase III, OPP, b , block furniture market delhi, Delhi, 110096 ",96503 27446,9650327446,https://api.whatsapp.com/send?phone=+919650327446,,,,,,,,,,
Hi-Tech Opticals & Contact-Lens Centre,,Kondli,098107 38016,,"#a-1257-5b, Mayur Vihar Iii, G D Colony, G D Colony,",98107 38016,9810738016,https://api.whatsapp.com/send?phone=+919810738016,.,,,,,,,,,
The Optical Gallery,,Kondli,098917 72978,,"Block C A7, G, A-1 A-2 Rd, Pocket A 2, D Colony, Mayur Vihar Phase III, Delhi, 110096 ",98917 72978,9891772978,https://api.whatsapp.com/send?phone=+919891772978,,,,,,,,,,
Prime Opticals,,Kondli,095991 16666,,"Pocket A 2, Sector C, Gharoli, Delhi, 110096 ",95991 16666,9599116666,https://api.whatsapp.com/send?phone=+919599116666,,,,,,,,,,
Om Sai Opticals,,Kondli,085068 34612,,"Shop No: 84 , Pocket - A- 1, Phase - 3, near Gurudwara Road, Mayur Vihar, Delhi 110096",85068 34612,8506834612,https://api.whatsapp.com/send?phone=+918506834612,,,,,,,,,,
Eye Vision Opticals,,Kondli,011 2262 2004,,"40-A, Pocket A-2, Near Bus Stand, Phase III, Mayur Vihar, Delhi, 110096 ",1 2262 2004,,,,,,,,,,,,
Bhagwati Optical,,Kondli,099118 01185,,"B50, Near Church, New Ashok Nagar, New Delhi, 110096 ",99118 01185,9911801185,https://api.whatsapp.com/send?phone=+919911801185,.,,,,,,,,,
3D Vision Optical ,,Kondli,089204 50758,,"B 294 opp. eastend apartments, metro pillar no. 160, New Ashok nagar",89204 50758,8920450758,https://api.whatsapp.com/send?phone=+918920450758,,,,,,,,,,
Shivam The Optical Point,,Kondli,098713 44746,,"Shop No 21, D D A Market, Vasundhara Enclave, D D A Market,",98713 44746,9871344746,https://api.whatsapp.com/send?phone=+919871344746,,,,,,,,,,
Sikka Opticals,,Kondli,098187 25158,,"Shop No. A-650, Nala Road, Block ED, New Ashok Nagar",98187 25158,9818725158,https://api.whatsapp.com/send?phone=+919818725158,,,,,,,,,,
New shrada optical,,Kondli,096503 27446,,"Pocket, A-1 mayur vihar phase III, OPP, b , block furniture market",96503 27446,9650327446,https://api.whatsapp.com/send?phone=+919650327446,,,,,,,,,,
Sai Optical,,Kondli,097171 41437,,"Shop No.D-296, New Ashok Nagar, New Delhi, 110096",97171 41437,9717141437,https://api.whatsapp.com/send?phone=+919717141437,.,,,,,,,,,
The specs store,,Kondli,9810420411,,"shop no 135,A2 A3 road, LIG flats",9810420411,9810420411,https://api.whatsapp.com/send?phone=+919810420411,,,,,,,,,,
Shiva Optical,,MALVIYA NAGAR,011 2668 6843,,"Shop No 4, New Market, Guru Gobind Singh Marg, Malviya Nagar, New Delhi, Delhi 110017",1 2668 6843,,,,,,,,,,,,
Kishore Opticals,,MALVIYA NAGAR,096544 28544,,"D 82 Malviya Nagar Main Road (Ground Floor, New Delhi, Delhi 110017",96544 28544,9654428544,https://api.whatsapp.com/send?phone=+919654428544,,,,,,,,,,
Eye Max Opticians,,MALVIYA NAGAR,098735 19930,,"179 D, Shop No 2, Khirki Village, Near Sai Baba Mandir. Landmark, opp. to Select Citywalk Mall, SaketDelhi 110017",98735 19930,9873519930,https://api.whatsapp.com/send?phone=+919873519930,,,,,,,,,,
Panchsheel Opticals,,MALVIYA NAGAR,011 2667 4908,,"26, Malviya Nagar Rd, Nil Block, Shvalik, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017",1 2667 4908,,,,,,,,,,,,
Guru Opticals,,MALVIYA NAGAR,011 2668 5341,,"JE-9, Malviya Nagar Rd, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017",1 2668 5341,,,,,,,,,,,,
Paramount Time & Opticals,,MALVIYA NAGAR,098712 36566,,"269/3, Market, Opp. Press Enclave, Hauz Rani Inner Lane, Hauz Rani, Malviya Nagar, New Delhi, Delhi 110017",98712 36566,9871236566,https://api.whatsapp.com/send?phone=+919871236566,,,,,,,,,,
Dhawan Opticals,,MALVIYA NAGAR,011 4052 4955,,"D-87, Khirki Main Rd, Shvalik, DDA Flats, Malviya Nagar, New Delhi, Delhi 110017",1 4052 4955,,,,,,,,,,,,
Tirupati optical,,MALVIYA NAGAR,098716 48047,,"J-1/75, Gupta Colony, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017",98716 48047,9871648047,https://api.whatsapp.com/send?phone=+919871648047,,,,,,,,,,
Eye's Mitra Opticals,,MALVIYA NAGAR,084476 86512,,"M-56B, Malviya Nagar, Savitri Nagar, opposite Shiv Mandir, New Delhi, Delhi 110017",84476 86512,8447686512,https://api.whatsapp.com/send?phone=+918447686512,,,,,,,,,,
Dayal Opticals,,MALVIYA NAGAR,011 4615 0500,,"106, DLF Avenue, Saket District Centre, District Centre, Sector 6, Saket, New Delhi, Delhi 110017",1 4615 0500,,,,,,,,,,,,
RAZA OPTICALS,,MALVIYA NAGAR,098109 09786,,"E11/29, Hauz Rani Rd, Malviya Nagar, New Delhi, Delhi 110017",98109 09786,9810909786,https://api.whatsapp.com/send?phone=+919810909786,,,,,,,,,,
Amar`s Optic Centre,,MALVIYA NAGAR,011 2667 1358,,"E-1/7, Main Road, Malviya Nagar, Near Rimpy Restaurant, New Delhi, Delhi 110017",1 2667 1358,,,,,,,,,,,,
Dayal Opticals,,MALVIYA NAGAR,011 4059 7500,,"68B, Rasvilas, Saket District Centre, District Centre, Sector 6, Pushp Vihar, Delhi 110017",1 4059 7500,,,,,,,,,,,,
Opti Trend OPTICIAN,,MALVIYA NAGAR,089295 66686,,"C-31, Block C, Malviya Nagar, New Delhi, Delhi 110017",89295 66686,8929566686,https://api.whatsapp.com/send?phone=+918929566686,,,,,,,,,,
Vision 2000 Optical & Hearing Aid Clinic,,MALVIYA NAGAR,099116 08469,,"10/127, Geetanjali Shivalik Road, Malviya Nagar, New Delhi, Delhi 110017",99116 08469,9911608469,https://api.whatsapp.com/send?phone=+919911608469,,,,,,,,,,
Laxmi Opticals,,MALVIYA NAGAR,011 4601 8989,,"121, DLF Place Saket, Press Enclave Marg, Saket District Centre, Pushp Vihar, Delhi 110017",1 4601 8989,,,,,,,,,,,,
Total Eye Care Solutions,,MALVIYA NAGAR,098105 10619,,"C-6, 1st Floor, Malviya Nagar, Above Dunkin' Donuts, New Delhi, Delhi 110017",98105 10619,9810510619,https://api.whatsapp.com/send?phone=+919810510619,,,,,,,,,,
Optic Point,,MALVIYA NAGAR,078278 49747,,"70 A, opp. max smart hospital, Hauz Rani, Malviya Nagar, New Delhi, Delhi 110017",78278 49747,7827849747,https://api.whatsapp.com/send?phone=+917827849747,,,,,,,,,,
Eye To Eye Opticals,,MALVIYA NAGAR,083769 38076,,"Shop no-GF-12, Anupam Shopping Arcade,pvr, Saket, Delhi 110017",83769 38076,8376938076,https://api.whatsapp.com/send?phone=+918376938076,,,,,,,,,,
Maharaja Opticals,,MALVIYA NAGAR,070535 95700,,"F-12/12,Shop No-2,Malviya Nagar,, New Delhi, Delhi 110017",70535 95700,7053595700,https://api.whatsapp.com/send?phone=+917053595700,,,,,,,,,,
Keerat opticals,,MALVIYA NAGAR,011 2652 4717,,"97/2, Adchini, Sri Aurobindo Marg, New Delhi, Delhi 110017",1 2652 4717,,,,,,,,,,,,
Dhruv Optical,,MALVIYA NAGAR,099997 74137,,"No 90, 27 A, Malviya Nagar Rd, near Pt Madan Mohan Malviya Hospital, Malviya Nagar,Delhi 110017",99997 74137,9999774137,https://api.whatsapp.com/send?phone=+919999774137,,,,,,,,,,
Cleardekho Optical,,MALVIYA NAGAR,099990 20666,,"Shop No. 2, J, 1/63, Gupta Colony, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017",99990 20666,9999020666,https://api.whatsapp.com/send?phone=+919999020666,,,,,,,,,,
O.M.G. Optical,,MALVIYA NAGAR,011 6555 8777,,"Shop No.15 ( Old No.27), Ground Floor, Bhagat Singh Market, Malviya Nagar, Delhi 110017",1 6555 8777,,,,,,,,,,,,
Optical Fashion,,MALVIYA NAGAR,095608 00587,,"G-13/22,Shop No-6,G-Floor,Near Mother Dairy,Malviya Nagar, New Delhi, Delhi 110017",95608 00587,9560800587,https://api.whatsapp.com/send?phone=+919560800587,,,,,,,,,,
Aar Kay Opticals,,MALVIYA NAGAR,011 4168 1883,,"11-A, Adhchini, Sri Aurobindo Marg, New Delhi, Delhi 110017",1 4168 1883,,,,,,,,,,,,
the eye room,,MALVIYA NAGAR,011 4104 6111,,"C-10, Ground Floor, Shop No.3, Near Haldiram, Malviya Nagar, Delhi 110017",1 4104 6111,,,,,,,,,,,,
S N Opticals,,MANGOLPURI,098112 28561,,"1/1, Dsidc Shed Phase 2, Mangolpuri, Delhi 110083",98112 28561,9811228561,https://api.whatsapp.com/send?phone=+919811228561,,,,,,,,,,
R. S. Opticals,,MANGOLPURI,099109 93893,,"mother dairy, DSIDC shed no 3, near HARIZAN BASTI, Block G, Mangolpuri S Block, g Block, Delhi 110083",99109 93893,9910993893,https://api.whatsapp.com/send?phone=+919910993893,,,,,,,,,,
Jaiswal Opticals,,MANGOLPURI,085860 29412,,"1248, T-block, Mangol Puri, New Delhi, Delhi 110083",85860 29412,8586029412,https://api.whatsapp.com/send?phone=+918586029412,,,,,,,,,,
Surya Opticals Centre,,MANGOLPURI,098110 75082,,"Shop No:2/13,D.D.A Market, Block L, Mangolpuri S Block, Delhi, 110083",98110 75082,9811075082,https://api.whatsapp.com/send?phone=+919811075082,,,,,,,,,,
Jyoti Opticals,,MANGOLPURI,098732 48577,,"O-325, Laxmi Nagar, Block M, Mangolpuri S Block, Delhi, 110083",98732 48577,9873248577,https://api.whatsapp.com/send?phone=+919873248577,,,,,,,,,,
D.M. Opticals,,MANGOLPURI,098731 11622,,"E-905, Maharishi Valmiki Chowk, Mangolpuri, Delhi 110083",98731 11622,9873111622,https://api.whatsapp.com/send?phone=+919873111622,,,,,,,,,,
Ben Franklin Opticians,,MANGOLPURI,099991 25783,,"D-9, D-9, Rohtak Rd, Udyog Nagar, Mangolpuri S Block, Delhi, 110041",99991 25783,9999125783,https://api.whatsapp.com/send?phone=+919999125783,,,,,,,,,,
Om Opticals,,MANGOLPURI,011 2792 4802,,"E-Block, Main Road, Mangolpuri S Block, Delhi, 110083",1 2792 4802,,,,,,,,,,,,
Verma Opticals,,MANGOLPURI,092117 84830,,"Shop No. 164, Lal Building, C Block, Mangolpuri S Block, Delhi, 110083",92117 84830,9211784830,https://api.whatsapp.com/send?phone=+919211784830,,,,,,,,,,
Verma Opticals,,MANGOLPURI,092508 21985,,"T-1345, Rd Number 316, Block T, Mangolpuri S Block, Delhi, 110083",92508 21985,9250821985,https://api.whatsapp.com/send?phone=+919250821985,,,,,,,,,,
